question,label,category,table_id,answer_format,answer_temporal_unit,split,table_context,response
Approximately how many months after being apprehended did Jeffrey Epstein die by suicide?,1,person,340,<num_months>,months,head,"category
person

Jeffrey Epstein
Born	Jeffrey Edward Epstein | ( | 1953-01-20 | ) | January 20, 1953 | New York City, New York, U.S.
Died	August 10, 2019 | (2019-08-10) | (aged 66) | New York City, New York, U.S.
Cause of death	Suicide by hanging
Resting place	I.J. Morris Star of David Cemetery, Palm Beach, Florida
Occupation	Financier | broker | educator | socialite
Title	Owner of Jeffrey Epstein VI Foundation
Criminal charge	Procuring an underage girl for prostitution; sex trafficking
Penalty	13 months with work release (2008)
[""Epstein Final Mugshot.png | Epstein's final mugshot, July 9, 2019""]

Details
Victims	36
Date apprehended	July 6, 2019 (second criminal case)
Website	www | .jeffreyepstein | .org

","To find out how many months after being apprehended Jeffrey Epstein died by suicide, we need to calculate the time difference between his apprehension and his death.

1. **Date of Apprehension**: Jeffrey Epstein was apprehended on July 6, 2019.
2. **Date of Death**: He died on August 10, 2019.

Now, let's calculate the time difference:

- July has 31 days, so from July 6 to July 31, there are 25 days.
- August 10 is 10 days into August.

Therefore, the total number of days from July 6 to August 10 is 25 (remaining days in July) + 10 (days in August up to the 10th) = 35 days.

Since we're asked for the approximate number of months, we need to convert these days into months. Given that a month is approximately 30 days, we can estimate:

35 days / 30 days per month ≈ 1.17 months

Rounding to the nearest whole number for an approximation, Jeffrey Epstein died approximately 1 month after being apprehended.

Final Answer: 1"
Around what year would Chandrayaan-2's orbiter's planned mission duration end according to the launch date?,2027,space probe,457,yyyy,date_years,head,"category
space probe

caption
Chandrayaan-2

infobox-image
Chandrayaan-2 lander and orbiter integrated module.jpg | Chandrayaan-2 composite

Mission type
Lunar orbiter, lander, rover

Operator
Indian Space Research Organisation (ISRO)

COSPAR ID
2019-042A | Edit this at Wikidata

SATCAT | number
44441

Website
www | .isro | .gov | .in | /chandrayaan2-home-0

Mission duration
Orbiter: ~ 7.5 years (planned); | 2 years, 10 months (elapsed) | Vikram | lander: ≤ 14 days (planned); | 0 days (landing failure) | Pragyan | rover: ≤ 14 days (planned); | 0 days (landing failure)

Spacecraft properties
Manufacturer	Indian Space Research Organisation (ISRO)
Launch mass	Combined (wet): 3,850 kg (8,490 lb) | Combined (dry): 1,308 kg (2,884 lb) | Orbiter (wet): 2,379 kg (5,245 lb) | Orbiter (dry): 682 kg (1,504 lb) | Vikram | lander (wet): 1,471 kg (3,243 lb) | Vikram | lander (dry): 626 kg (1,380 lb) | Pragyan | rover: 27 kg (60 lb)
Power	Orbiter: 1000 watts | Vikram | lander: 650 watts | Pragyan | rover: 50 watts

Start of mission
Launch date	22 July 2019, 09:13:12 UTC
Rocket	GSLV Mark III M1
Launch site	Satish Dhawan Space Centre Second Launch Pad
Contractor	Indian Space Research Organisation (ISRO)

Moon orbiter
Orbital insertion	20 August 2019, 03:32 UTC

Orbital parameters
Pericynthion altitude	100 km (62 mi)
Apocynthion altitude	100 km (62 mi)

Moon lander
Spacecraft component	Rover
Landing date	6 September 2019, 20:23 UTC
Landing site	Lunar south pole (intended)
['Chandrayaan programme | ← Chandrayaan-1 | Chandrayaan-3 →']

","To determine around what year Chandrayaan-2's orbiter's planned mission duration would end, we need to follow these steps:

1. **Identify the launch date**: The launch date of Chandrayaan-2 is given as 22 July 2019.
2. **Identify the planned mission duration of the orbiter**: The planned mission duration of the orbiter is stated as approximately 7.5 years.
3. **Calculate the end year of the mission**: To find the year when the planned mission duration would end, we add the planned mission duration to the launch year.

Given:
- Launch year: 2019
- Planned mission duration: 7.5 years

Calculation:
- End year = Launch year + Planned mission duration
- End year = 2019 + 7.5 years

Since 7.5 years would include half of a year, we can estimate the end year by adding 7 years to 2019 and then considering the additional half year.

- 2019 + 7 years = 2026
- Adding half a year to 2026 would bring us to the end of 2026.

Therefore, the planned mission duration of Chandrayaan-2's orbiter would end"
At what age did Adolf von Baeyer marry Adelheid Bendemann?,33,nobel,369,<num_years>,years,head,"category
nobel

Adolf von Baeyer
Born	Johann Friedrich Wilhelm Adolf Baeyer | ( | 1835-10-31 | ) | 31 October 1835 | Berlin, Prussia (German Confederation)
Died	20 August 1917 | (1917-08-20) |  (aged 81) | Starnberg, (Bavaria) German Empire
Nationality	Germany
Alma mater	University of Berlin
Known for	Synthesis of indigo, phenolphthalein and fluorescein; Baeyer nomenclature
Spouse(s)	Adelheid Bendemann (m. 1868)
Children	3; including Otto |  [de] | .
Awards	Davy Medal | (1881) | Liebig Medal | (1903) | Nobel Prize for Chemistry | (1905) | Elliott Cresson Medal | (1912)
['Adolf von Baeyer (1905).jpg | Baeyer in 1905']

Scientific career
Fields	Organic chemistry
Institutions	University of Berlin | Gewerbe-Akademie, Berlin | University of Strasbourg | University of Munich
Doctoral advisor	Friedrich August Kekulé | [ | citation needed | ]
Doctoral students	Emil Fischer | John Ulric Nef | Victor Villiger | Carl Theodore Liebermann | Carl Gräbe
Influenced	Otto Hahn

","To determine the age at which Adolf von Baeyer married Adelheid Bendemann, we need to follow these steps:

1. Identify the year Adolf von Baeyer married Adelheid Bendemann.
2. Identify Adolf von Baeyer's birth year.
3. Calculate the difference between the marriage year and the birth year to find the age at marriage.

From the table, we find:
- Adolf von Baeyer was married to Adelheid Bendemann in 1868.
- Adolf von Baeyer was born on 31 October 1835.

Now, let's calculate his age at marriage:
- Marriage year: 1868
- Birth year: 1835
- Age at marriage = Marriage year - Birth year = 1868 - 1835 = 33

Therefore, Adolf von Baeyer was 33 years old when he married Adelheid Bendemann.

Final Answer: 33"
At what age did Adolf von Baeyer receive the Nobel Prize?,70,nobel,369,<num_years>,years,head,"category
nobel

Adolf von Baeyer
Born	Johann Friedrich Wilhelm Adolf Baeyer | ( | 1835-10-31 | ) | 31 October 1835 | Berlin, Prussia (German Confederation)
Died	20 August 1917 | (1917-08-20) |  (aged 81) | Starnberg, (Bavaria) German Empire
Nationality	Germany
Alma mater	University of Berlin
Known for	Synthesis of indigo, phenolphthalein and fluorescein; Baeyer nomenclature
Spouse(s)	Adelheid Bendemann (m. 1868)
Children	3; including Otto |  [de] | .
Awards	Davy Medal | (1881) | Liebig Medal | (1903) | Nobel Prize for Chemistry | (1905) | Elliott Cresson Medal | (1912)
['Adolf von Baeyer (1905).jpg | Baeyer in 1905']

Scientific career
Fields	Organic chemistry
Institutions	University of Berlin | Gewerbe-Akademie, Berlin | University of Strasbourg | University of Munich
Doctoral advisor	Friedrich August Kekulé | [ | citation needed | ]
Doctoral students	Emil Fischer | John Ulric Nef | Victor Villiger | Carl Theodore Liebermann | Carl Gräbe
Influenced	Otto Hahn

","To determine the age at which Adolf von Baeyer received the Nobel Prize, we need to follow these steps:

1. Identify the year Adolf von Baeyer received the Nobel Prize.
2. Identify Adolf von Baeyer's birth year.
3. Calculate the age by subtracting the birth year from the year he received the Nobel Prize.

Step 1: According to the table, Adolf von Baeyer received the Nobel Prize for Chemistry in 1905.

Step 2: Adolf von Baeyer was born in 1835.

Step 3: To calculate his age at the time of receiving the Nobel Prize, subtract his birth year from the year he received the prize: 1905 - 1835 = 70.

Therefore, Adolf von Baeyer was 70 years old when he received the Nobel Prize.

Final Answer: 70"
At what age did Albert A. Michelson die?,78,nobel,370,<num_years>,years,head,"category
nobel

Albert A. Michelson
Born	( | 1852-12-19 | ) | December 19, 1852 | Strelno, Kingdom of Prussia, German Confederation
Died	May 9, 1931 | (1931-05-09) |  (aged 78) | Pasadena, California, U.S.
Nationality	American
Alma mater	United States Naval Academy | University of Berlin
Known for	Speed of light | Hyperfine structure | Fine structure | Michelson-Morley experiment | Michelson-Gale-Pearson experiment | Michelson interferometer | Michelson stellar interferometer
Spouse(s)	Margaret Hemingway | ( | married |  1877; | divorced |  1898) | ; 3 children | Edna Stanton | ( | married |  1899) | ; 3 children
Awards	Matteucci Medal | (1903) | Nobel Prize in Physics | (1907) | Copley Medal | (1907) | Elliott Cresson Medal | (1912) | Henry Draper Medal | (1916) | Albert Medal | (1920) | Franklin Medal | (1923) | Duddell Medal and Prize | (1929)
['Albert Abraham Michelson2.jpg']

Scientific career
Fields	Physics
Institutions	Case Western Reserve University | Clark University | University of Chicago
Doctoral advisor	Hermann Helmholtz
Other academic advisors	Georg Hermann Quincke | Alfred Cornu
Doctoral students	Robert Millikan | William Smythe

Signature
['Albert A Michelson Signature.svg']

","To find the age at which Albert A. Michelson died, we need to calculate the difference between his year of death and his year of birth.

1. **Identify the birth and death dates**: 
   - Birth date: December 19, 1852
   - Death date: May 9, 1931

2. **Calculate the age at death**:
   - Year of birth: 1852
   - Year of death: 1931
   - Age at death = Year of death - Year of birth = 1931 - 1852 = 79

However, since his birthday (December 19) had not occurred yet in the year of his death (May 9), we need to consider if this affects his age calculation.

3. **Consider the months**:
   - He died in May before his December birthday, meaning he was still 78 years old at the time of his death.

Thus, by calculating the difference in years and considering the timing of his birth and death within those years, we can accurately determine Albert A. Michelson's age at the time of his death.

Final Answer: 78"
At what age did Albert A. Michelson marry his first wife Margaret Hemingway?,25,nobel,370,<num_years>,years,head,"category
nobel

Albert A. Michelson
Born	( | 1852-12-19 | ) | December 19, 1852 | Strelno, Kingdom of Prussia, German Confederation
Died	May 9, 1931 | (1931-05-09) |  (aged 78) | Pasadena, California, U.S.
Nationality	American
Alma mater	United States Naval Academy | University of Berlin
Known for	Speed of light | Hyperfine structure | Fine structure | Michelson-Morley experiment | Michelson-Gale-Pearson experiment | Michelson interferometer | Michelson stellar interferometer
Spouse(s)	Margaret Hemingway | ( | married |  1877; | divorced |  1898) | ; 3 children | Edna Stanton | ( | married |  1899) | ; 3 children
Awards	Matteucci Medal | (1903) | Nobel Prize in Physics | (1907) | Copley Medal | (1907) | Elliott Cresson Medal | (1912) | Henry Draper Medal | (1916) | Albert Medal | (1920) | Franklin Medal | (1923) | Duddell Medal and Prize | (1929)
['Albert Abraham Michelson2.jpg']

Scientific career
Fields	Physics
Institutions	Case Western Reserve University | Clark University | University of Chicago
Doctoral advisor	Hermann Helmholtz
Other academic advisors	Georg Hermann Quincke | Alfred Cornu
Doctoral students	Robert Millikan | William Smythe

Signature
['Albert A Michelson Signature.svg']

","To find the age at which Albert A. Michelson married his first wife, Margaret Hemingway, we need to follow these steps:

1. Identify the year Albert A. Michelson was born: According to the table, Albert A. Michelson was born on December 19, 1852.
2. Identify the year Albert A. Michelson married Margaret Hemingway: The table states that he married Margaret Hemingway in 1877.
3. Calculate the age at which Albert A. Michelson married Margaret Hemingway: To do this, subtract the year of birth from the year of marriage. However, since we are calculating age, we must consider the months as well because the marriage year is given without the specific date.

Given:
- Birth year: 1852
- Marriage year: 1877
- Birth date: December 19
- Marriage date: Not specified, so we assume it happened before December 19, 1877, to calculate the minimum age.

Age calculation:
1877 (year of marriage) - 1852 (year of birth) = 25 years

Since the marriage occurred in 1877 and his birthday is December 19, if the marriage happened before December 19, 187"
At what age did Albert A. Michelson marry his second wife Edna Stanton?,47,nobel,370,<num_years>,years,head,"category
nobel

Albert A. Michelson
Born	( | 1852-12-19 | ) | December 19, 1852 | Strelno, Kingdom of Prussia, German Confederation
Died	May 9, 1931 | (1931-05-09) |  (aged 78) | Pasadena, California, U.S.
Nationality	American
Alma mater	United States Naval Academy | University of Berlin
Known for	Speed of light | Hyperfine structure | Fine structure | Michelson-Morley experiment | Michelson-Gale-Pearson experiment | Michelson interferometer | Michelson stellar interferometer
Spouse(s)	Margaret Hemingway | ( | married |  1877; | divorced |  1898) | ; 3 children | Edna Stanton | ( | married |  1899) | ; 3 children
Awards	Matteucci Medal | (1903) | Nobel Prize in Physics | (1907) | Copley Medal | (1907) | Elliott Cresson Medal | (1912) | Henry Draper Medal | (1916) | Albert Medal | (1920) | Franklin Medal | (1923) | Duddell Medal and Prize | (1929)
['Albert Abraham Michelson2.jpg']

Scientific career
Fields	Physics
Institutions	Case Western Reserve University | Clark University | University of Chicago
Doctoral advisor	Hermann Helmholtz
Other academic advisors	Georg Hermann Quincke | Alfred Cornu
Doctoral students	Robert Millikan | William Smythe

Signature
['Albert A Michelson Signature.svg']

","To find out at what age Albert A. Michelson married his second wife Edna Stanton, we need to follow these steps:

1. **Identify the year Albert A. Michelson married Edna Stanton**: According to the table, Albert A. Michelson married Edna Stanton in 1899.

2. **Identify Albert A. Michelson's birth year**: The table states that Albert A. Michelson was born on December 19, 1852.

3. **Calculate Albert A. Michelson's age at the time of marriage to Edna Stanton**: To find out how old Albert A. Michelson was when he married Edna Stanton in 1899, we subtract his birth year from the year of marriage. So, 1899 - 1852 = 47 years.

Therefore, Albert A. Michelson was 47 years old when he married his second wife Edna Stanton.

Final Answer: 47"
At what age did Bev Francis retire from her career?,36,body builder,778,<num_years>,years,head,"category
body builder

Bev Francis
['Bodybuilder', 'Bev Francis with Dr. DeFabio.jpg | Francis interviewed in 2011']

Personal info
Born	( | 1955-02-15 | ) | 15 February 1955 | (age 67) | Geelong, Victoria, Australia
Height	5 ft 5 in (1.65 m)
Weight	160 lb (73 kg)

Professional career
Pro-debut	.mw-parser-output ul.cslist,.mw-parser-output ul.sslist{margin:0;padding:0;display:inline-block;list-style:none}.mw-parser-output ul.cslist-embedded{display:inline}.mw-parser-output .cslist li,.mw-parser-output .sslist li{margin:0;padding:0 .25em 0 0;display:inline-block}.mw-parser-output .cslist li:after{content:"", ""}.mw-parser-output .sslist li:after{content:""; ""}.mw-parser-output .cslist li:last-child:after,.mw-parser-output .sslist li:last-child:after{content:none} | Caesars World Cup | 1983
Best win	IFBB World Pro Championships | 1987
Predecessor	Juliette Bergmann
Successor	Dona Oliveira
Active	Retired 1991

","To find the age at which Bev Francis retired from her career, we need to follow these steps:

1. Determine the year Bev Francis retired. According to the table, she retired in 1991.
2. Determine Bev Francis's birth year. The table states she was born on February 15, 1955.
3. Calculate her age at retirement by subtracting her birth year from the year she retired.

So, if Bev Francis was born in 1955 and retired in 1991, we subtract 1955 from 1991 to get 36. 

Therefore, Bev Francis retired at the age of 36.

Final Answer: 36"
At what age did Brandon Miller earn a spot on the 2nd Team All-Pro?,34,lacrosse,644,<num_years>,years,head,"category
lacrosse

caption
Brandon Miller

infobox-image
Brandon Miller.jpg

Born
( | 1979-05-04 | ) | May 4, 1979 | (age 43) | Orangeville, Ontario, Canada

Nationality
Canadian

Height
6 ft 1 in (1.85 m)

Weight
190 pounds (86 kg)

Shoots
Left

Position
Goaltender

NLL draft
70th overall, 1999 | Albany Attack

NLL team | Former teams
Toronto Rock | Philadelphia Wings | Chicago Shamrox | San Jose Stealth | Albany Attack

Pro career
2001-

Career highlights
['4x Mann Cup Champion (2002, 2008, 2013, 2014) | 2x NLL All-Star (2007, 2011) | 2nd Team All-Pro (2013) | 4x Harry Lumley Trophy (2002, 2007, 2008, 2014) | Mike Kelley Memorial Trophy (2014)']

","To determine at what age Brandon Miller earned a spot on the 2nd Team All-Pro, we need to follow these steps:

1. Identify the year Brandon Miller was named to the 2nd Team All-Pro. According to the table, this occurred in 2013.

2. Determine Brandon Miller's birth year. The table states he was born on May 4, 1979.

3. Calculate Brandon Miller's age in 2013. To do this, subtract his birth year from the year he was named to the 2nd Team All-Pro: 2013 - 1979 = 34.

Therefore, Brandon Miller was 34 years old when he earned a spot on the 2nd Team All-Pro.

Final Answer: 34"
At what age did Gorshkova begin skating?,4,figure skating,743,<num_years>,years,head,"category
figure skating

Kristina Gorshkova
['GORSHKOVA BUTIKOV 08NHK by Carmichael.jpg | Gorshkova and Butikov at the 2008 NHK Trophy']

Personal information
Full name	Kristina Valeryevna Gorshkova
Country represented	Russia
Born	( | 1989-02-18 | ) | 18 February 1989 | (age 33) | Moscow, Russian SFSR, Soviet Union
Height	1.64 m (5 ft 5 in)
Partner	Vitali Butikov
Coach	Elena Tchaikovskaia | Ksenia Rumiantseva
Former coach	Tatiana Kuzmina
Skating club	Vorobievye Gory
Began skating	1993

ISU personal best scores
Combined total	127.47 | 2010 Cup of Russia
Comp. dance	51.97 | 2010 Cup of Russia
Free dance	75.89 | 2010 Skate Canada

Representing | Russia

Figure skating: Ice dancing

Winter Universiade
['Gold medal - first place | 2011 Erzurum | Ice dancing']

World Junior Championships
['Bronze medal - third place | 2008 Sofia | Ice dancing']

Junior Grand Prix Final
['Bronze medal - third place | 2007-08 Gdańsk | Ice dancing']

","To find out at what age Kristina Gorshkova began skating, we need to look at her birth year and the year she started skating.

1. **Identify birth year and starting year of skating**: According to the table, Kristina Gorshkova was born in 1989 and began skating in 1993.

2. **Calculate the age**: To find out how old she was when she started skating, we subtract her birth year from the year she started skating. So, 1993 - 1989 = 4.

Therefore, Kristina Gorshkova began skating at the age of 4.

Final Answer: 4"
