question,label,category,table_id,answer_format,answer_temporal_unit,split,table_context,response
Approximately how many months after being apprehended did Jeffrey Epstein die by suicide?,1,person,340,<num_months>,months,head,"category
person

Jeffrey Epstein
Born	Jeffrey Edward Epstein | ( | 1953-01-20 | ) | January 20, 1953 | New York City, New York, U.S.
Died	August 10, 2019 | (2019-08-10) | (aged 66) | New York City, New York, U.S.
Cause of death	Suicide by hanging
Resting place	I.J. Morris Star of David Cemetery, Palm Beach, Florida
Occupation	Financier | broker | educator | socialite
Title	Owner of Jeffrey Epstein VI Foundation
Criminal charge	Procuring an underage girl for prostitution; sex trafficking
Penalty	13 months with work release (2008)
[""Epstein Final Mugshot.png | Epstein's final mugshot, July 9, 2019""]

Details
Victims	36
Date apprehended	July 6, 2019 (second criminal case)
Website	www | .jeffreyepstein | .org

","To determine approximately how many months after being apprehended Jeffrey Epstein died by suicide, we need to follow these steps:

1. Identify the date Epstein was apprehended:
   - According to the table, Epstein was apprehended on July 6, 2019.

2. Identify the date of his suicide:
   - The table states that Epstein died on August 10, 2019.

3. Calculate the time difference between these two dates:
   - From July 6 to August 10, we need to count the days:
     - July has 31 days, so from July 6 to July 31 is 26 days.
     - Adding the full month of August up to the 10th gives us another 10 days.
   - Total days = 26 + 10 = 36 days.

4. Convert the total days into months:
   - Since there are roughly 30 days in a month, 36 days is approximately 1.2 months.

Therefore, Jeffrey Epstein died by suicide approximately 1.2 months after being apprehended.

Final Answer: Approximately 1.2 months."
Around what year would Chandrayaan-2's orbiter's planned mission duration end according to the launch date?,2027,space probe,457,yyyy,date_years,head,"category
space probe

caption
Chandrayaan-2

infobox-image
Chandrayaan-2 lander and orbiter integrated module.jpg | Chandrayaan-2 composite

Mission type
Lunar orbiter, lander, rover

Operator
Indian Space Research Organisation (ISRO)

COSPAR ID
2019-042A | Edit this at Wikidata

SATCAT | number
44441

Website
www | .isro | .gov | .in | /chandrayaan2-home-0

Mission duration
Orbiter: ~ 7.5 years (planned); | 2 years, 10 months (elapsed) | Vikram | lander: ≤ 14 days (planned); | 0 days (landing failure) | Pragyan | rover: ≤ 14 days (planned); | 0 days (landing failure)

Spacecraft properties
Manufacturer	Indian Space Research Organisation (ISRO)
Launch mass	Combined (wet): 3,850 kg (8,490 lb) | Combined (dry): 1,308 kg (2,884 lb) | Orbiter (wet): 2,379 kg (5,245 lb) | Orbiter (dry): 682 kg (1,504 lb) | Vikram | lander (wet): 1,471 kg (3,243 lb) | Vikram | lander (dry): 626 kg (1,380 lb) | Pragyan | rover: 27 kg (60 lb)
Power	Orbiter: 1000 watts | Vikram | lander: 650 watts | Pragyan | rover: 50 watts

Start of mission
Launch date	22 July 2019, 09:13:12 UTC
Rocket	GSLV Mark III M1
Launch site	Satish Dhawan Space Centre Second Launch Pad
Contractor	Indian Space Research Organisation (ISRO)

Moon orbiter
Orbital insertion	20 August 2019, 03:32 UTC

Orbital parameters
Pericynthion altitude	100 km (62 mi)
Apocynthion altitude	100 km (62 mi)

Moon lander
Spacecraft component	Rover
Landing date	6 September 2019, 20:23 UTC
Landing site	Lunar south pole (intended)
['Chandrayaan programme | ← Chandrayaan-1 | Chandrayaan-3 →']

","To determine around what year Chandrayaan-2's orbiter's planned mission duration would end, we need to follow these steps:

1. Identify the launch date of Chandrayaan-2.
2. Determine the planned mission duration for the orbiter.
3. Calculate the end year based on the launch date and planned duration.

Step 1: The launch date of Chandrayaan-2 is given as 22 July 2019, 09:13:12 UTC.

Step 2: The planned mission duration for the orbiter is stated as 7.5 years.

Step 3: To calculate the end year:
   - Start from the launch year: 2019
   - Add the planned mission duration: 7.5 years

2019 + 7.5 = 2026.5

Since we typically consider whole years for such durations, we can round this to the nearest whole number.

Final Answer: Chandrayaan-2's orbiter's planned mission duration would end around the year 2027."
At what age did Adolf von Baeyer marry Adelheid Bendemann?,33,nobel,369,<num_years>,years,head,"category
nobel

Adolf von Baeyer
Born	Johann Friedrich Wilhelm Adolf Baeyer | ( | 1835-10-31 | ) | 31 October 1835 | Berlin, Prussia (German Confederation)
Died	20 August 1917 | (1917-08-20) |  (aged 81) | Starnberg, (Bavaria) German Empire
Nationality	Germany
Alma mater	University of Berlin
Known for	Synthesis of indigo, phenolphthalein and fluorescein; Baeyer nomenclature
Spouse(s)	Adelheid Bendemann (m. 1868)
Children	3; including Otto |  [de] | .
Awards	Davy Medal | (1881) | Liebig Medal | (1903) | Nobel Prize for Chemistry | (1905) | Elliott Cresson Medal | (1912)
['Adolf von Baeyer (1905).jpg | Baeyer in 1905']

Scientific career
Fields	Organic chemistry
Institutions	University of Berlin | Gewerbe-Akademie, Berlin | University of Strasbourg | University of Munich
Doctoral advisor	Friedrich August Kekulé | [ | citation needed | ]
Doctoral students	Emil Fischer | John Ulric Nef | Victor Villiger | Carl Theodore Liebermann | Carl Gräbe
Influenced	Otto Hahn

","To determine the age at which Adolf von Baeyer married Adelheid Bendemann, we need to follow these steps:

1. Identify when Adolf von Baeyer was born.
2. Identify when Adolf von Baeyer married Adelheid Bendemann.
3. Calculate the difference between these two dates.

Step 1: Adolf von Baeyer was born on 31 October 1835.

Step 2: The table shows that Adolf von Baeyer married Adelheid Bendemann in 1868.

Step 3: To calculate his age in 1868:
- Year of marriage: 1868
- Year of birth: 1835
- Age = 1868 - 1835 = 33 years old

Therefore, Adolf von Baeyer was 33 years old when he married Adelheid Bendemann.

Final Answer: Adolf von Baeyer was 33 years old when he married Adelheid Bendemann."
At what age did Adolf von Baeyer receive the Nobel Prize?,70,nobel,369,<num_years>,years,head,"category
nobel

Adolf von Baeyer
Born	Johann Friedrich Wilhelm Adolf Baeyer | ( | 1835-10-31 | ) | 31 October 1835 | Berlin, Prussia (German Confederation)
Died	20 August 1917 | (1917-08-20) |  (aged 81) | Starnberg, (Bavaria) German Empire
Nationality	Germany
Alma mater	University of Berlin
Known for	Synthesis of indigo, phenolphthalein and fluorescein; Baeyer nomenclature
Spouse(s)	Adelheid Bendemann (m. 1868)
Children	3; including Otto |  [de] | .
Awards	Davy Medal | (1881) | Liebig Medal | (1903) | Nobel Prize for Chemistry | (1905) | Elliott Cresson Medal | (1912)
['Adolf von Baeyer (1905).jpg | Baeyer in 1905']

Scientific career
Fields	Organic chemistry
Institutions	University of Berlin | Gewerbe-Akademie, Berlin | University of Strasbourg | University of Munich
Doctoral advisor	Friedrich August Kekulé | [ | citation needed | ]
Doctoral students	Emil Fischer | John Ulric Nef | Victor Villiger | Carl Theodore Liebermann | Carl Gräbe
Influenced	Otto Hahn

","To determine at what age Adolf von Baeyer received the Nobel Prize, we need to follow these steps:

1. Identify when Adolf von Baeyer was born.
2. Identify when he received the Nobel Prize.
3. Calculate the difference between these two dates.

Step 1: Adolf von Baeyer was born on October 31, 1835.

Step 2: He received the Nobel Prize for Chemistry in 1905.

Step 3: To calculate his age in 1905:
- We subtract his birth year from the year he received the prize: 1905 - 1835 = 70 years old.

Therefore, Adolf von Baeyer was 70 years old when he received the Nobel Prize.

Final Answer: Adolf von Baeyer was 70 years old when he received the Nobel Prize for Chemistry in 1905."
At what age did Albert A. Michelson die?,78,nobel,370,<num_years>,years,head,"category
nobel

Albert A. Michelson
Born	( | 1852-12-19 | ) | December 19, 1852 | Strelno, Kingdom of Prussia, German Confederation
Died	May 9, 1931 | (1931-05-09) |  (aged 78) | Pasadena, California, U.S.
Nationality	American
Alma mater	United States Naval Academy | University of Berlin
Known for	Speed of light | Hyperfine structure | Fine structure | Michelson-Morley experiment | Michelson-Gale-Pearson experiment | Michelson interferometer | Michelson stellar interferometer
Spouse(s)	Margaret Hemingway | ( | married |  1877; | divorced |  1898) | ; 3 children | Edna Stanton | ( | married |  1899) | ; 3 children
Awards	Matteucci Medal | (1903) | Nobel Prize in Physics | (1907) | Copley Medal | (1907) | Elliott Cresson Medal | (1912) | Henry Draper Medal | (1916) | Albert Medal | (1920) | Franklin Medal | (1923) | Duddell Medal and Prize | (1929)
['Albert Abraham Michelson2.jpg']

Scientific career
Fields	Physics
Institutions	Case Western Reserve University | Clark University | University of Chicago
Doctoral advisor	Hermann Helmholtz
Other academic advisors	Georg Hermann Quincke | Alfred Cornu
Doctoral students	Robert Millikan | William Smythe

Signature
['Albert A Michelson Signature.svg']

","To determine Albert A. Michelson's age at death, we need to follow these steps:

1. Identify his birth date: December 19, 1852
2. Identify his death date: May 9, 1931
3. Calculate the difference between these dates

Let's break it down:

1. Birth year: 1852
2. Death year: 1931
3. Age calculation: 1931 - 1852 = 79 years old

However, he died in May, so we need to subtract one year since he had not yet reached his 79th birthday in full.

Therefore, Albert A. Michelson was 78 years old when he died.

Final Answer: 78"
At what age did Albert A. Michelson marry his first wife Margaret Hemingway?,25,nobel,370,<num_years>,years,head,"category
nobel

Albert A. Michelson
Born	( | 1852-12-19 | ) | December 19, 1852 | Strelno, Kingdom of Prussia, German Confederation
Died	May 9, 1931 | (1931-05-09) |  (aged 78) | Pasadena, California, U.S.
Nationality	American
Alma mater	United States Naval Academy | University of Berlin
Known for	Speed of light | Hyperfine structure | Fine structure | Michelson-Morley experiment | Michelson-Gale-Pearson experiment | Michelson interferometer | Michelson stellar interferometer
Spouse(s)	Margaret Hemingway | ( | married |  1877; | divorced |  1898) | ; 3 children | Edna Stanton | ( | married |  1899) | ; 3 children
Awards	Matteucci Medal | (1903) | Nobel Prize in Physics | (1907) | Copley Medal | (1907) | Elliott Cresson Medal | (1912) | Henry Draper Medal | (1916) | Albert Medal | (1920) | Franklin Medal | (1923) | Duddell Medal and Prize | (1929)
['Albert Abraham Michelson2.jpg']

Scientific career
Fields	Physics
Institutions	Case Western Reserve University | Clark University | University of Chicago
Doctoral advisor	Hermann Helmholtz
Other academic advisors	Georg Hermann Quincke | Alfred Cornu
Doctoral students	Robert Millikan | William Smythe

Signature
['Albert A Michelson Signature.svg']

","To determine the age at which Albert A. Michelson married his first wife Margaret Hemingway, we need to follow these steps:

1. Identify when Albert A. Michelson was born.
2. Identify when he married Margaret Hemingway.
3. Calculate the difference between these two dates.

Step 1: Albert A. Michelson was born on December 19, 1852.

Step 2: He married Margaret Hemingway in 1877.

Step 3: To calculate his age at marriage:
- 1877 - 1852 = 25 years old

Therefore, Albert A. Michelson was 25 years old when he married Margaret Hemingway.

Final Answer: Albert A. Michelson was 25 years old when he married his first wife Margaret Hemingway."
At what age did Albert A. Michelson marry his second wife Edna Stanton?,47,nobel,370,<num_years>,years,head,"category
nobel

Albert A. Michelson
Born	( | 1852-12-19 | ) | December 19, 1852 | Strelno, Kingdom of Prussia, German Confederation
Died	May 9, 1931 | (1931-05-09) |  (aged 78) | Pasadena, California, U.S.
Nationality	American
Alma mater	United States Naval Academy | University of Berlin
Known for	Speed of light | Hyperfine structure | Fine structure | Michelson-Morley experiment | Michelson-Gale-Pearson experiment | Michelson interferometer | Michelson stellar interferometer
Spouse(s)	Margaret Hemingway | ( | married |  1877; | divorced |  1898) | ; 3 children | Edna Stanton | ( | married |  1899) | ; 3 children
Awards	Matteucci Medal | (1903) | Nobel Prize in Physics | (1907) | Copley Medal | (1907) | Elliott Cresson Medal | (1912) | Henry Draper Medal | (1916) | Albert Medal | (1920) | Franklin Medal | (1923) | Duddell Medal and Prize | (1929)
['Albert Abraham Michelson2.jpg']

Scientific career
Fields	Physics
Institutions	Case Western Reserve University | Clark University | University of Chicago
Doctoral advisor	Hermann Helmholtz
Other academic advisors	Georg Hermann Quincke | Alfred Cornu
Doctoral students	Robert Millikan | William Smythe

Signature
['Albert A Michelson Signature.svg']

","To determine at what age Albert A. Michelson married his second wife Edna Stanton, we need to follow these steps:

1. Identify when Michelson was born and when he married Edna Stanton.
2. Calculate the age difference between these two dates.

Step 1: From the table, we know:
- Albert A. Michelson was born on December 19, 1852.
- He married Edna Stanton in 1899.

Step 2: To calculate his age in 1899:
- We subtract his birth year from 1899: 1899 - 1852 = 47 years old.

Therefore, Albert A. Michelson was 47 years old when he married Edna Stanton.

Final Answer: Albert A. Michelson was 47 years old when he married his second wife Edna Stanton."
At what age did Bev Francis retire from her career?,36,body builder,778,<num_years>,years,head,"category
body builder

Bev Francis
['Bodybuilder', 'Bev Francis with Dr. DeFabio.jpg | Francis interviewed in 2011']

Personal info
Born	( | 1955-02-15 | ) | 15 February 1955 | (age 67) | Geelong, Victoria, Australia
Height	5 ft 5 in (1.65 m)
Weight	160 lb (73 kg)

Professional career
Pro-debut	.mw-parser-output ul.cslist,.mw-parser-output ul.sslist{margin:0;padding:0;display:inline-block;list-style:none}.mw-parser-output ul.cslist-embedded{display:inline}.mw-parser-output .cslist li,.mw-parser-output .sslist li{margin:0;padding:0 .25em 0 0;display:inline-block}.mw-parser-output .cslist li:after{content:"", ""}.mw-parser-output .sslist li:after{content:""; ""}.mw-parser-output .cslist li:last-child:after,.mw-parser-output .sslist li:last-child:after{content:none} | Caesars World Cup | 1983
Best win	IFBB World Pro Championships | 1987
Predecessor	Juliette Bergmann
Successor	Dona Oliveira
Active	Retired 1991

","To determine at what age Bev Francis retired from her career, we need to follow these steps:

1. Identify when Bev Francis retired:
   - From the ""Professional career"" section, it states she was ""Retired 1991"".

2. Determine Bev Francis's birth year:
   - Her birth date is given as 15 February 1955.

3. Calculate her age in 1991:
   - 1991 - 1955 = 36 years old

Therefore, Bev Francis retired at the age of 36.

Final Answer: Bev Francis retired from her career at the age of 36."
At what age did Brandon Miller earn a spot on the 2nd Team All-Pro?,34,lacrosse,644,<num_years>,years,head,"category
lacrosse

caption
Brandon Miller

infobox-image
Brandon Miller.jpg

Born
( | 1979-05-04 | ) | May 4, 1979 | (age 43) | Orangeville, Ontario, Canada

Nationality
Canadian

Height
6 ft 1 in (1.85 m)

Weight
190 pounds (86 kg)

Shoots
Left

Position
Goaltender

NLL draft
70th overall, 1999 | Albany Attack

NLL team | Former teams
Toronto Rock | Philadelphia Wings | Chicago Shamrox | San Jose Stealth | Albany Attack

Pro career
2001-

Career highlights
['4x Mann Cup Champion (2002, 2008, 2013, 2014) | 2x NLL All-Star (2007, 2011) | 2nd Team All-Pro (2013) | 4x Harry Lumley Trophy (2002, 2007, 2008, 2014) | Mike Kelley Memorial Trophy (2014)']

","To determine at what age Brandon Miller earned a spot on the 2nd Team All-Pro, we need to follow these steps:

1. Identify when Brandon Miller earned the 2nd Team All-Pro award.
2. Calculate his age at that time.

Step 1: From the ""Career highlights"" section, we see that Brandon Miller was named to the 2nd Team All-Pro in 2013.

Step 2: To calculate his age in 2013:
- Brandon Miller was born on May 4, 1979.
- In 2013, he would have turned 34 years old (2013 - 1979 = 34).

Therefore, Brandon Miller was 34 years old when he earned a spot on the 2nd Team All-Pro.

Final Answer: Brandon Miller was 34 years old when he earned a spot on the 2nd Team All-Pro."
At what age did Gorshkova begin skating?,4,figure skating,743,<num_years>,years,head,"category
figure skating

Kristina Gorshkova
['GORSHKOVA BUTIKOV 08NHK by Carmichael.jpg | Gorshkova and Butikov at the 2008 NHK Trophy']

Personal information
Full name	Kristina Valeryevna Gorshkova
Country represented	Russia
Born	( | 1989-02-18 | ) | 18 February 1989 | (age 33) | Moscow, Russian SFSR, Soviet Union
Height	1.64 m (5 ft 5 in)
Partner	Vitali Butikov
Coach	Elena Tchaikovskaia | Ksenia Rumiantseva
Former coach	Tatiana Kuzmina
Skating club	Vorobievye Gory
Began skating	1993

ISU personal best scores
Combined total	127.47 | 2010 Cup of Russia
Comp. dance	51.97 | 2010 Cup of Russia
Free dance	75.89 | 2010 Skate Canada

Representing | Russia

Figure skating: Ice dancing

Winter Universiade
['Gold medal - first place | 2011 Erzurum | Ice dancing']

World Junior Championships
['Bronze medal - third place | 2008 Sofia | Ice dancing']

Junior Grand Prix Final
['Bronze medal - third place | 2007-08 Gdańsk | Ice dancing']

","To determine the age at which Kristina Gorshkova began skating, we need to follow these steps:

1. Identify when Gorshkova was born.
2. Determine when she started skating.
3. Calculate the difference between these two dates.

From the table:
1. Gorshkova was born on 18 February 1989.
2. She began skating in 1993.

Now, let's calculate her age when she started skating:
- Year she started: 1993
- Year of birth: 1989
- Difference: 1993 - 1989 = 4 years

Therefore, Kristina Gorshkova began skating at the age of 4.

Final Answer: Kristina Gorshkova began skating at the age of 4."
